id	hit_rfam_acc	fam_name	hit_clan_acc	olp	e_value
URS000000D959	RF00001	5S_rRNA	-	*	4e-16
URS000000D95A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D95B	RF02541	LSU_rRNA_bacteria	CL00112	^	9.6e-78
URS000000D95C	RF00177	SSU_rRNA_bacteria	CL00111	^	7.1e-63
URS000000D95D	RF01953	SOX2OT_exon3	-	*	4.3e-69
URS000000D95D	RF01954	SOX2OT_exon4	-	*	2.6e-25
URS000000D960	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-130
URS000000D961	RF00177	SSU_rRNA_bacteria	CL00111	^	3.9e-110
URS000000D962	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-126
URS000000D963	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-111
URS000000D964	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D965	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-201
URS000000D966	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D967	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-117
URS000000D968	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-165
URS000000D969	RF00005	tRNA	CL00001	*	1.3e-13
URS000000D96A	RF00005	tRNA	CL00001	*	1.7e-13
URS000000D96C	RF00177	SSU_rRNA_bacteria	CL00111	^	3.8e-121
URS000000D96D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D970	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-61
URS000000D971	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-260
URS000000D972	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-116
URS000000D973	RF01960	SSU_rRNA_eukarya	CL00111	^	7.9e-250
URS000000D974	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-219
URS000000D975	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-62
URS000000D976	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D977	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D978	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D979	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D97A	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-115
URS000000D97C	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D97E	RF01959	SSU_rRNA_archaea	CL00111	^	1.1e-173
URS000000D97F	RF00177	SSU_rRNA_bacteria	CL00111	*	3.3e-15
URS000000D980	RF00177	SSU_rRNA_bacteria	CL00111	^	3.3e-114
URS000000D981	RF00177	SSU_rRNA_bacteria	CL00111	^	3.9e-142
URS000000D983	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-110
URS000000D984	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-177
URS000000D985	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-75
URS000000D988	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-248
URS000000D989	RF02543	LSU_rRNA_eukarya	CL00112	^	3.2e-72
URS000000D98C	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D98E	RF01959	SSU_rRNA_archaea	CL00111	^	4.7e-171
URS000000D98F	RF00177	SSU_rRNA_bacteria	CL00111	^	8.9e-96
URS000000D990	RF00177	SSU_rRNA_bacteria	CL00111	^	5.7e-178
URS000000D991	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D994	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D995	RF00177	SSU_rRNA_bacteria	CL00111	^	6.1e-127
URS000000D996	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D997	RF00177	SSU_rRNA_bacteria	CL00111	^	8.6e-142
URS000000D998	RF00177	SSU_rRNA_bacteria	CL00111	^	6.7e-232
URS000000D999	RF00177	SSU_rRNA_bacteria	CL00111	^	4.4e-138
URS000000D99A	RF00177	SSU_rRNA_bacteria	CL00111	^	7.2e-200
URS000000D99B	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-115
URS000000D99C	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D99D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D99E	RF00177	SSU_rRNA_bacteria	CL00111	^	3.8e-69
URS000000D99F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9A1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9A2	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9A3	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9A4	RF02543	LSU_rRNA_eukarya	CL00112	^	0.0
URS000000D9A6	RF00177	SSU_rRNA_bacteria	CL00111	^	8.5e-127
URS000000D9A7	RF00005	tRNA	CL00001	*	1.7e-13
URS000000D9A8	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9A9	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-82
URS000000D9AA	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9AB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9AC	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000D9AD	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000D9AE	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9AF	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9B0	RF00005	tRNA	CL00001	*	8.1e-11
URS000000D9B2	RF00005	tRNA	CL00001	*	9.8e-17
URS000000D9B3	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-170
URS000000D9B4	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9B5	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9B6	RF00005	tRNA	CL00001	*	1.9e-17
URS000000D9B7	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-131
URS000000D9B8	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-242
URS000000D9B9	RF01959	SSU_rRNA_archaea	CL00111	^	2.4e-261
URS000000D9BB	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000D9BC	RF02543	LSU_rRNA_eukarya	CL00112	^	8e-113
URS000000D9BD	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9BE	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9BF	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-209
URS000000D9C1	RF00177	SSU_rRNA_bacteria	CL00111	*	1.8e-49
URS000000D9C2	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-51
URS000000D9C3	RF00177	SSU_rRNA_bacteria	CL00111	^	6e-120
URS000000D9C4	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000D9C5	RF00177	SSU_rRNA_bacteria	CL00111	^	6.5e-155
URS000000D9C6	RF00177	SSU_rRNA_bacteria	CL00111	^	2.3e-55
URS000000D9C8	RF00177	SSU_rRNA_bacteria	CL00111	^	9.9e-112
URS000000D9C9	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-67
URS000000D9CA	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-262
URS000000D9CB	RF00177	SSU_rRNA_bacteria	CL00111	^	5e-271
URS000000D9CC	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9CD	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9CF	RF00177	SSU_rRNA_bacteria	CL00111	*	2.4e-35
URS000000D9D2	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000D9D3	RF02543	LSU_rRNA_eukarya	CL00112	^	1e-107
URS000000D9D4	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-58
URS000000D9D5	RF02543	LSU_rRNA_eukarya	CL00112	^	1.5e-296
URS000000D9D7	RF00177	SSU_rRNA_bacteria	CL00111	^	5.6e-250
URS000000D9D9	RF00005	tRNA	CL00001	*	6.6e-14
URS000000D9DA	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-163
URS000000D9DB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9DC	RF00177	SSU_rRNA_bacteria	CL00111	*	6e-36
URS000000D9DD	RF02541	LSU_rRNA_bacteria	CL00112	^	1.4e-48
URS000000D9DE	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9E0	RF00177	SSU_rRNA_bacteria	CL00111	^	8.5e-44
URS000000D9E1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9E3	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-162
URS000000D9E4	RF00177	SSU_rRNA_bacteria	CL00111	*	2e-41
URS000000D9E5	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9E6	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-105
URS000000D9E7	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-128
URS000000D9E8	RF00002	5_8S_rRNA	-	*	1.4e-45
URS000000D9E8	RF02543	LSU_rRNA_eukarya	CL00112	*	5.4e-11
URS000000D9EA	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-150
URS000000D9EC	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-211
URS000000D9ED	RF00177	SSU_rRNA_bacteria	CL00111	^	6e-150
URS000000D9EE	RF00177	SSU_rRNA_bacteria	CL00111	^	6.7e-104
URS000000D9EF	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-186
URS000000D9F0	RF00002	5_8S_rRNA	-	*	1.2e-37
URS000000D9F1	RF00177	SSU_rRNA_bacteria	CL00111	^	4.8e-129
URS000000D9F2	RF02541	LSU_rRNA_bacteria	CL00112	^	0.0
URS000000D9F4	RF00005	tRNA	CL00001	*	1.5e-13
URS000000D9F6	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9F7	RF00177	SSU_rRNA_bacteria	CL00111	^	4.8e-50
URS000000D9F8	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9FB	RF00177	SSU_rRNA_bacteria	CL00111	^	6e-239
URS000000D9FC	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000D9FD	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-129
URS000000D9FE	RF00005	tRNA	CL00001	*	2.5e-11
URS000000D9FF	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA00	RF00005	tRNA	CL00001	*	7e-12
URS000000DA02	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA03	RF02543	LSU_rRNA_eukarya	CL00112	^	2.8e-98
URS000000DA04	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA05	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-271
URS000000DA06	RF00177	SSU_rRNA_bacteria	CL00111	^	4e-57
URS000000DA07	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-83
URS000000DA08	RF01960	SSU_rRNA_eukarya	CL00111	^	1.2e-191
URS000000DA09	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA0B	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-56
URS000000DA0D	RF00177	SSU_rRNA_bacteria	CL00111	^	9.9e-212
URS000000DA0E	RF00005	tRNA	CL00001	*	1.1e-09
URS000000DA0F	RF00177	SSU_rRNA_bacteria	CL00111	^	2.3e-241
URS000000DA10	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA11	RF02543	LSU_rRNA_eukarya	CL00112	^	2.8e-84
URS000000DA14	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA15	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA16	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA19	RF00002	5_8S_rRNA	-	*	1e-40
URS000000DA1A	RF00177	SSU_rRNA_bacteria	CL00111	^	3.2e-116
URS000000DA1B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA1C	RF00177	SSU_rRNA_bacteria	CL00111	^	8.7e-239
URS000000DA1D	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-284
URS000000DA1E	RF00177	SSU_rRNA_bacteria	CL00111	^	6e-126
URS000000DA1F	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-271
URS000000DA20	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA21	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-168
URS000000DA22	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA24	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-57
URS000000DA25	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA26	RF00001	5S_rRNA	-	*	4.1e-11
URS000000DA28	RF00177	SSU_rRNA_bacteria	CL00111	^	3.4e-161
URS000000DA29	RF00177	SSU_rRNA_bacteria	CL00111	^	2.7e-59
URS000000DA2A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA2B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA2C	RF00005	tRNA	CL00001	*	2.8e-06
URS000000DA2D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA2E	RF00685	mir-36	CL00088	*	1.6e-12
URS000000DA2F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA31	RF00177	SSU_rRNA_bacteria	CL00111	^	3.1e-161
URS000000DA31	RF02541	LSU_rRNA_bacteria	CL00112	^	7e-34
URS000000DA31	RF00005	tRNA	CL00001	*	8.1e-14
URS000000DA31	RF00005	tRNA	CL00001	*	1.4e-13
URS000000DA32	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA33	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA34	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA35	RF00177	SSU_rRNA_bacteria	CL00111	^	5.3e-135
URS000000DA36	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA37	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-135
URS000000DA38	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA39	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-66
URS000000DA3A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA3B	RF00005	tRNA	CL00001	*	2.5e-14
URS000000DA3C	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-177
URS000000DA3D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA3F	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-121
URS000000DA40	RF00177	SSU_rRNA_bacteria	CL00111	^	4.6e-281
URS000000DA41	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA43	RF00177	SSU_rRNA_bacteria	CL00111	^	4.6e-74
URS000000DA44	RF02543	LSU_rRNA_eukarya	CL00112	^	0.0
URS000000DA45	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA46	RF00177	SSU_rRNA_bacteria	CL00111	^	4.4e-140
URS000000DA47	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-30
URS000000DA48	RF00005	tRNA	CL00001	*	3.1e-14
URS000000DA49	RF00005	tRNA	CL00001	*	1.1e-13
URS000000DA4A	RF00177	SSU_rRNA_bacteria	CL00111	^	8.1e-91
URS000000DA4B	RF00005	tRNA	CL00001	*	1.5e-16
URS000000DA4B	RF00005	tRNA	CL00001	*	4.5e-14
URS000000DA4C	RF00177	SSU_rRNA_bacteria	CL00111	^	8.4e-115
URS000000DA4D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA4E	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-195
URS000000DA4F	RF00177	SSU_rRNA_bacteria	CL00111	^	6.1e-54
URS000000DA50	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-144
URS000000DA53	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA54	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-77
URS000000DA55	RF00177	SSU_rRNA_bacteria	CL00111	^	8e-130
URS000000DA56	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA57	RF00177	SSU_rRNA_bacteria	CL00111	^	8.5e-143
URS000000DA58	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA59	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA5A	RF02543	LSU_rRNA_eukarya	CL00112	^	1.2e-63
URS000000DA5B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA5D	RF00013	6S	-	*	1.2e-14
URS000000DA5F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA60	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-64
URS000000DA61	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA62	RF00177	SSU_rRNA_bacteria	CL00111	^	6.7e-135
URS000000DA63	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA64	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA65	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA66	RF01959	SSU_rRNA_archaea	CL00111	^	6.4e-203
URS000000DA67	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA68	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-115
URS000000DA6A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA6B	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-134
URS000000DA6C	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-63
URS000000DA6D	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-126
URS000000DA6E	RF01960	SSU_rRNA_eukarya	CL00111	^	1.2e-244
URS000000DA6F	RF01959	SSU_rRNA_archaea	CL00111	^	7.5e-173
URS000000DA70	RF00177	SSU_rRNA_bacteria	CL00111	^	7.9e-281
URS000000DA74	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA76	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA77	RF00177	SSU_rRNA_bacteria	CL00111	^	8.7e-62
URS000000DA78	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-125
URS000000DA79	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA7A	RF00005	tRNA	CL00001	*	6.7e-06
URS000000DA7C	RF00005	tRNA	CL00001	*	2.9e-08
URS000000DA7D	RF00177	SSU_rRNA_bacteria	CL00111	*	2.5e-30
URS000000DA7E	RF01960	SSU_rRNA_eukarya	CL00111	^	2.7e-128
URS000000DA7F	RF02541	LSU_rRNA_bacteria	CL00112	^	5.2e-38
URS000000DA80	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-173
URS000000DA81	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-126
URS000000DA82	RF02540	LSU_rRNA_archaea	CL00112	^	1.2e-42
URS000000DA83	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-95
URS000000DA84	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA85	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA86	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA87	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA88	RF01959	SSU_rRNA_archaea	CL00111	^	4e-252
URS000000DA8A	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-251
URS000000DA8B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA8C	RF00177	SSU_rRNA_bacteria	CL00111	*	3e-43
URS000000DA8D	RF01959	SSU_rRNA_archaea	CL00111	^	2.3e-65
URS000000DA8E	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-58
URS000000DA8F	RF00005	tRNA	CL00001	*	7.9e-15
URS000000DA91	RF01960	SSU_rRNA_eukarya	CL00111	*	9.8e-38
URS000000DA94	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-84
URS000000DA95	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA96	RF00177	SSU_rRNA_bacteria	CL00111	^	4e-165
URS000000DA97	RF02543	LSU_rRNA_eukarya	CL00112	^	1.4e-92
URS000000DA98	RF00177	SSU_rRNA_bacteria	CL00111	^	4.6e-121
URS000000DA9B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DA9D	RF00005	tRNA	CL00001	*	2.1e-14
URS000000DA9E	RF00177	SSU_rRNA_bacteria	CL00111	^	4.7e-138
URS000000DA9F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAA0	RF02541	LSU_rRNA_bacteria	CL00112	^	3.7e-50
URS000000DAA1	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-100
URS000000DAA2	RF00177	SSU_rRNA_bacteria	CL00111	^	5e-280
URS000000DAA3	RF00177	SSU_rRNA_bacteria	CL00111	^	3.3e-127
URS000000DAA4	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-286
URS000000DAA5	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-83
URS000000DAA7	RF01959	SSU_rRNA_archaea	CL00111	^	1.3e-218
URS000000DAA8	RF00177	SSU_rRNA_bacteria	CL00111	^	6.5e-103
URS000000DAA9	RF01960	SSU_rRNA_eukarya	CL00111	^	2.6e-138
URS000000DAAB	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-104
URS000000DAAD	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-126
URS000000DAAE	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAAF	RF00177	SSU_rRNA_bacteria	CL00111	*	3.2e-31
URS000000DAB0	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-133
URS000000DAB2	RF00177	SSU_rRNA_bacteria	CL00111	^	5.3e-134
URS000000DAB3	RF00177	SSU_rRNA_bacteria	CL00111	*	3.6e-16
URS000000DAB4	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAB5	RF02541	LSU_rRNA_bacteria	CL00112	^	1.7e-62
URS000000DAB6	RF02543	LSU_rRNA_eukarya	CL00112	^	2.4e-66
URS000000DAB7	RF00177	SSU_rRNA_bacteria	CL00111	^	6.4e-114
URS000000DAB8	RF00177	SSU_rRNA_bacteria	CL00111	^	4.1e-252
URS000000DAB9	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-131
URS000000DABA	RF00177	SSU_rRNA_bacteria	CL00111	^	4.4e-279
URS000000DABC	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DABD	RF00177	SSU_rRNA_bacteria	CL00111	^	6.9e-77
URS000000DAC0	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000DAC1	RF01960	SSU_rRNA_eukarya	CL00111	^	7.5e-217
URS000000DAC2	RF00177	SSU_rRNA_bacteria	CL00111	*	3.7e-15
URS000000DAC5	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAC6	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAC8	RF01959	SSU_rRNA_archaea	CL00111	^	1.2e-229
URS000000DAC9	RF00005	tRNA	CL00001	*	4e-10
URS000000DACA	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-248
URS000000DACB	RF01959	SSU_rRNA_archaea	CL00111	^	8.5e-224
URS000000DACC	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-49
URS000000DAD3	RF00177	SSU_rRNA_bacteria	CL00111	^	8.3e-267
URS000000DAD4	RF01959	SSU_rRNA_archaea	CL00111	^	5e-111
URS000000DAD5	RF00005	tRNA	CL00001	*	8.3e-14
URS000000DAD6	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAD7	RF00177	SSU_rRNA_bacteria	CL00111	^	7.9e-135
URS000000DAD8	RF00177	SSU_rRNA_bacteria	CL00111	^	4.7e-62
URS000000DAD9	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DADA	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DADB	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-120
URS000000DADC	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-129
URS000000DADD	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-296
URS000000DADE	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-254
URS000000DADF	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAE0	RF02541	LSU_rRNA_bacteria	CL00112	^	1.3e-35
URS000000DAE1	RF01959	SSU_rRNA_archaea	CL00111	^	3.2e-136
URS000000DAE3	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-186
URS000000DAE4	RF00177	SSU_rRNA_bacteria	CL00111	^	3.5e-216
URS000000DAE6	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAE7	RF02541	LSU_rRNA_bacteria	CL00112	^	2e-41
URS000000DAE9	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAEA	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-192
URS000000DAEB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAED	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-297
URS000000DAEE	RF00005	tRNA	CL00001	*	2.9e-12
URS000000DAEF	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAF1	RF00177	SSU_rRNA_bacteria	CL00111	^	6.1e-289
URS000000DAF2	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-259
URS000000DAF3	RF00177	SSU_rRNA_bacteria	CL00111	^	6.6e-258
URS000000DAF4	RF02543	LSU_rRNA_eukarya	CL00112	^	3.3e-111
URS000000DAF6	RF00177	SSU_rRNA_bacteria	CL00111	^	2.3e-134
URS000000DAF7	RF00177	SSU_rRNA_bacteria	CL00111	^	8.5e-242
URS000000DAF8	RF00177	SSU_rRNA_bacteria	CL00111	*	1.5e-17
URS000000DAF9	RF00177	SSU_rRNA_bacteria	CL00111	^	1.8e-215
URS000000DAFA	RF00177	SSU_rRNA_bacteria	CL00111	^	6e-157
URS000000DAFB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DAFC	RF00105	SNORD115	-	*	4.1e-24
URS000000DAFD	RF02541	LSU_rRNA_bacteria	CL00112	^	3.6e-93
URS000000DAFE	RF00177	SSU_rRNA_bacteria	CL00111	^	2.7e-219
URS000000DAFF	RF00177	SSU_rRNA_bacteria	CL00111	^	4.6e-119
URS000000DB00	RF02541	LSU_rRNA_bacteria	CL00112	^	4.4e-41
URS000000DB01	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DB04	RF00177	SSU_rRNA_bacteria	CL00111	^	2.7e-160
URS000000DB05	RF00177	SSU_rRNA_bacteria	CL00111	^	4.9e-113
URS000000DB06	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-80
URS000000DB07	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DB09	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000DB0A	RF00177	SSU_rRNA_bacteria	CL00111	^	7e-72
URS000000DB0C	RF00177	SSU_rRNA_bacteria	CL00111	^	4.7e-108
URS000000DB0D	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-49
